,text,length,pred,target,correct
1022,the city used to have hoes .now them bitches look sick .,12,0,0,1
1023,the yanks are coming from <unk> to pride http t .co <unk>,12,2,2,1
1024,rt <unk> @tonyjrodriguez just a bunch of rednecks <unk> for three straight days,13,0,0,1
1025,"rt @yunglust @weakndmlg @hannahtherapper she a hoe year round , <unk> taught me",13,0,0,1
1026,rt <unk> y'all virgo bitches gotta chill thinking y'all <unk> &#128514 &#128514 &#128514,13,0,0,1
1027,rt <unk> when you realize you got no hoes http t .co <unk>,13,0,0,1
1028,"rt <unk> you're a little bitch , and i'm straight up rude .",13,0,0,1
1029,rt <unk> we all know dumb bitches like this http t .co <unk>,13,0,0,1
1030,rt @xdsmooth @1bookieg remember that one bitch ass you ate out last week,13,0,0,1
1031,rt <unk> only southerners know the difference between redneck and white trash .,13,1,0,0
1032,rt @wojtata <unk> high school is the most retarded high school ever .,13,0,0,1
1033,rt <unk> pussy pussy pussy i smell ya <unk> bout a mile <unk>,13,0,0,1
1034,rt <unk> bitches be like &#9749 &#128056 but still be in everybody's business,13,0,0,1
1035,rt <unk> squad up bitch nigga @ride907 <unk> <unk> http t .co <unk>,13,0,0,1
1036,rt <unk> if ya bitch mad tell ha i'll put ha own &#128176,13,0,0,1
1037,rt <unk> dumb bitch ruined a perfectly good sweater http t .co <unk>,13,0,0,1
1038,rt @taylorcaniff i wear beanies all winter long so no <unk> till <unk>,13,2,2,1
1039,rt <unk> when his hoes thought it was over http t .co <unk>,13,0,0,1
1040,rt <unk> buy me double stuffed oreos and you can be my boyfriend,13,2,2,1
1041,rt <unk> mayonnaise colored benz i push miracle whips http t .co <unk>,13,2,2,1
1042,"rt @socass_ &#8220 @00sexilexi00 @socass_ i sang for you , you <unk> beaner",13,1,0,0
1043,rt <unk> &#8220 @white_thunduh on boys im a retard sometimes&#8221 all the time,13,0,0,1
1044,rt @skyereyes_ if that's what makes these fat bitches sleep at night &#128564,13,0,0,1
1045,rt @shaelynspacyyy &#8220 @uglyassderrick @shaelynspacyyy they trash though ?&#8221 http t .co <unk>,13,2,0,0
1046,rt <unk> <unk> bullshit aside i need to get me a bad bitch,13,0,0,1
1047,rt @saramariewelch can't mean something to someone when they hittin up otha bitches,13,0,0,1
1048,rt <unk> what's with guys and fat bitches i will clearly never understand,13,0,0,1
1049,rt @rollyup23 when you deep in the pussy &#128514 http t .co <unk>,13,0,0,1
1050,"rt @rihanna life's a bitch , but that's the only love i know",13,0,0,1
1051,twinkies are so <unk> . which is odd because they are filled,12,2,2,1
1052,trust none bitch i don't wife a bitch ? bitch i won't,12,0,0,1
1053,trust me when i say foot <unk> hurt like a fucking bitch,12,0,0,1
1054,treatin yo hoe like she yo bestfriend . . like thats wifey,12,0,0,1
1055,traffic in the <unk> &lt &lt &lt &lt &lt &lt &lt &lt,12,0,2,0
1056,sweet innocent teen clothes ripped and pussy <unk> hard http t .co <unk>,13,0,0,1
1057,sweet and innocent <unk> <unk> <unk> s <unk> eaten http t .co <unk>,13,2,0,0
1058,stupid teabagger restaurant making customers pay <unk> wage <unk> http t .co <unk>,13,0,1,0
1059,"spending money on these hoes , nigga you aint fuck shit &#10071 &#65039",13,0,1,0
1060,son of a bitch i can't wait till baseball is back . <unk>,13,0,0,1
1061,so many hoes whipped you would have thought we were still in slavery,13,0,1,0
1062,so at work today i got called a cracker ass bitch . lol,13,0,0,1
1063,smoke good weed with bad bitch and give a good girl bad habits,13,0,0,1
1064,slap the bitch is fun . . <unk> know beer wasnt that bad,13,0,0,1
1065,slap a hoe with a <unk> <unk> <unk> my blunts on her ass,13,0,0,1
1066,since you hoes wanna be childish &#128514 &#128514 &#128514 http t .co <unk>,13,0,0,1
1067,since my girl like to argue i sent that bitch to law school,13,0,0,1
1068,shoot out wit yo niccas you da type to throw da pistol &#128588,13,0,0,1
1069,she's just mad cuz her big toe looks like an angry bird haha,13,2,2,1
1070,she wonder why im into her when all these hoes be into me,13,0,0,1
1071,she told me trust no bitches &#128581 and watch yo homies &#128530 &#128064,13,0,0,1
1072,she said to bring a bitch of mine &#128514 done &#128514 &#128514 &#128514,13,0,0,1
1073,she gon look over these bitches like terms and conditions . . .,13,0,0,1
1074,"she don't get emojis until after i bag , emojis are pussy shit",13,0,0,1
1075,selling ex lax brownies in front of meijer to pregnant women . <unk>,13,2,2,1
1076,"seconds from the end what's it gonna be , pull the trigger bitch",13,0,0,1
1077,"scientists have recently discovered that bitches , do in fact , be trippin",13,0,0,1
1078,saw a vine of kobe calling dwight howard you a bitch ass nigga,13,0,0,1
1079,s o to my old hoes . .s o to my new hoes,13,0,0,1
1080,s o to this hoe tonight ol hating ass http t .co <unk>,13,0,0,1
1081,<unk> so much game i fuck around &amp lap a bitch . .,13,0,0,1
1082,rule number two don't trust nobody especially a bitch with a hookers body,13,0,0,1
1083,"remember that fear is there to guide you , not cripple you .",13,2,2,1
1084,real nigs <unk> with me and i don't give a <unk> who don't,13,0,0,1
1085,"real niggas treat me with respect and you're a pussy , nigga .",13,0,0,1
1086,rt if you fucked a bitch that fucked every nigga in your state,13,0,0,1
1087,rt <unk> full retard <unk> blaming slow april sales on winter weather .,13,0,0,1
1088,"these sons of bitches came into his <unk> , threatened to kill him",13,0,0,1
1089,these ratchet hoes are something else this school smells like a fucking zoo,13,0,0,1
1090,these hoes was just really fighting ova some rally's tho on <unk> &#128514,13,0,0,1
1091,these hoes needa stop tryna split relationships and get they're own damn man,13,0,0,1
1092,these hoes gettin <unk> soon as they start to fuck wit my <unk>,13,0,0,1
1093,"these hoes be <unk> i swear bruh , a nigga dont want yall",13,0,0,1
1094,these hoes a smash on one of yo niggas and be very proud,13,0,0,1
1095,these bitches dont want no boyfriend . . . they want a pimp,13,0,0,1
1096,"theres a girl in your avi , you must get so many bitches",13,0,0,1
1097,there's like 5 injuries a game in football . . shit trash lol,13,1,0,0
1098,there's a lot of big booty bitches at <unk> gym &#128563 &#128584 &#127825,13,0,0,1
1099,them squirrels are faggots b rt @80sbaby4life <unk> ? http t .co <unk>,13,0,0,1
1100,"the way i fuck her , you would think i love this bitch",13,0,0,1
1101,"the streets a dirty hoe , <unk> try to wife it though .",13,0,0,1
1102,the republican teabaggers hate this but screw em . http t .co <unk>,13,1,2,0
1103,the reason shelby hates sandwiches is because he is a queer . @ronandfezsxm,13,1,1,1
1104,the early bird gets the worm but the second mouse gets the cheese,13,2,2,1
1105,the club don't never get old to some of y'all hoes though .,13,0,0,1
1106,the big homie drizzy threatening these hoes . . . &#128518 &#128518 &#128518,13,0,0,1
1107,the <unk> wasn't trash . it just wasn't as good as <unk> .,13,2,2,1
1108,the <unk> elite call conservatives our niggers behind closed doors . #tcot #teaparty,13,1,1,1
1109,"that's your bitch , why she acting like she need a man ?",13,0,0,1
1110,that's my young ho i don't want nuthin old but her bank roll,13,1,0,0
1111,that's a legal tackle faggot rt @pp_rich_hill seriously ? http t .co <unk>,13,0,0,1
1112,that was trash . i'm just gonna put my phone down . goodnight,13,2,2,1
1113,that was deep . . . . like yo mommas pussy deep .,13,0,0,1
1114,that bitch is hella <unk> today . someone hand her a joint .,13,0,0,1
1115,that ass so <unk> it belongs on a short yellow bus <unk> <unk>,13,0,0,1
1116,thanksgiving with some <unk> <unk> ignore the chink eyes http t .co <unk>,13,0,0,1
1117,thanks for that text . . . i found that hoe . .,13,0,0,1
1118,"thanks charlie , have a great evening @charlie4927 @stacydmomof5 @revkahjc @cantucimblonde @kacado @pattism74",13,2,2,1
1119,talk about me behind my back &#128534 i hate that pussy shit .,13,0,0,1
1120,rt <unk> @thoughtsofrandy i almost ran this fine red bitch over . damn lol,14,0,0,1
1121,rt <unk> your bitch when my <unk> light up . http t .co <unk>,14,0,0,1
1122,rt @saucygyro @_whiteponyjr_ ugly bitch has blood on her hands for her whore ways,14,0,0,1
1123,rt <unk> you're not the father what every mexican nigger loves to hear .,14,1,1,1
1124,rt @ryancruz_ want me to stamp bitches be saying anything to be down &#128564,14,0,0,1
1125,rt <unk> when u finger a bad light skin bitch http t .co <unk>,14,0,0,1
1126,rt @rhythmixx_ <unk> @jaymcnuggets that's how i drive you bitch http t .co <unk>,14,0,0,1
1127,rt <unk> &#8220 @187xo_ before i run from a niggah i'll lose the fight&#8221,14,0,0,1
1128,rt <unk> im laughing so hard lay is the un <unk> of hos <unk>,14,0,0,1
1129,rt <unk> @gingerash2013 lol and your response was bitch do i like pregnant ?,14,0,0,1
1130,"told that hoe she special , like the <unk> at mcdonalds . .",13,0,0,1
1131,time hop makes me realize how much off a faggot i was lol,13,0,0,1
1132,this that bitch nigga shit they invented it i just created the term,13,0,0,1
1133,this song may be for basic bitches but it's such a mood <unk>,13,0,0,1
1134,this side hoe main chick talk is disgusting . get a life man,13,0,0,1
1135,this shit right here nigguh . . <unk> <unk> http t .co <unk>,13,0,0,1
1136,this shit is retarded &#8220 <unk> &#128128 &#128553 &#128557 http t .co <unk>,13,0,0,1
1137,this niggga said i be <unk> bitches &#128569 &#128514 &#128514 &#128514 &#128514 &#128527,13,0,0,1
1138,this kid <unk> straight watched a bitch eat her own bloody tampon <unk>,13,0,0,1
1139,this is why @chrisbrown is a dumb ass hoe http t .co <unk>,13,0,0,1
1140,this is how you know <unk> is ghetto . http t .co <unk>,13,2,0,0
1141,this is better than flappy bird .&#128525 &#128525 <unk> http t .co <unk>,13,2,2,1
1142,this bitch tweets been on point the few minutes i been on .,13,0,0,1
1143,this bitch is raising my anxiety just by sitting next to her .,13,0,0,1
1144,this bitch brought me my food and said surprise . thirsty bitch .,13,0,0,1
1145,this 8 yr old on <unk> made my chicken look like trash .,13,2,2,1
1146,thinking that i care dont give a fuck bout you think <unk> <unk>,13,0,0,1
1147,thinking bout gettin <unk> put on my ears cuz i'm getting money bitch,13,0,0,1
1148,thick bitch on here tried to front on me earlier . . .,13,0,0,1
1149,they should free all da real niccas n give the <unk> da time,13,0,0,1
1150,they had a steak category . ran that bitch like a <unk> .,13,0,0,1
1151,these women ain't shit but hoes w tricks <unk> you different &#10084 &#65039,13,0,0,1
1152,she unfollowed me after i said i cried watching dawn of the apes lmaooooooo,14,2,2,1
1153,she told me that she love me i looked at and said bitch stop,14,0,0,1
1154,she make me wanna take things slow but i can't even trust a hoe,14,0,0,1
1155,"she like bitch you know i got next , yasss http t .co <unk>",14,0,0,1
1156,she bet not put me on her gram i got bitches on the gram,14,0,0,1
1157,<unk> fuck you in ya pussy . you know what i meant mf .,14,0,0,1
1158,<unk> che ? <unk> <unk> . . . . . ho <unk> . .,14,2,2,1
1159,<unk> mocks entire obama <unk> in ebola skit hot air http t .co <unk>,14,2,2,1
1160,s o to my mom came home to tacos and brownies &#9786 &#65039 &#128523,14,2,2,1
1161,s o to dat bitch ass nigga in alabama who wanna kill me <unk>,14,0,0,1
1162,running <unk> low on cigarettes these bitches better last me till monday or tuesday,14,0,0,1
1163,remember when i would spank everyone in meme wars ? because i do #faggots,14,2,0,0
1164,red bitch with me dark skin friend callin talkin bout come and get me,14,0,0,1
1165,real love hard to find when these bitches try to fake it with me,14,0,0,1
1166,ran here from my house too . . . i'm kinda retarded . lol,14,0,0,1
1167,rt to spam this bitch ass nigga rt <unk> migos http t .co <unk>,14,0,0,1
1168,rt @z0mbiedance gabby's a bitch &amp made jackie make the tea packet first .,14,0,0,1
1169,rt <unk> i let these bitches talk . that's just free promotion &#128079 .,14,0,0,1
1170,rt @xdsmooth the way this niggah just <unk> at this movie was #priceless @1bookieg,14,0,1,0
1171,rt @wizkhalifa woke up <unk> . im bout to make this day my bitch,14,0,0,1
1172,rt @wizkhalifa currently taking over ur bitches brain with my <unk> and <unk> .,14,0,0,1
1173,rt <unk> big booty bitches with . . . <unk> ass rt @idoclyfe tits,14,0,0,1
1174,rt @waymoflydenu why y'all hoes in such a hurry to be single mothers ?,14,0,0,1
1175,rt <unk> side hoe let&#8217 s make us official me https t .co <unk>,14,0,0,1
1176,rt <unk> you used to be the shit but now you ain't shit bitch,14,0,0,1
1177,rt <unk> damn girl that pussy talkin &#128128 &#128557 &#128557 im <unk> over nigga,14,0,0,1
1178,rt <unk> i hate when bitter bitches try to take away someone's happiness .,14,0,0,1
1179,rt @thejokerxo &#128064 &#127939 @weed_cloudz does sza have freckles on her pussy too ?,14,0,0,1
1180,rt @thecoreyholcomb all these bitches somewhere coughing like a <unk> http t .co <unk>,14,0,0,1
1181,rt <unk> @westsideflee out here sending hoes clean off fse &#128514 &#128514 &#128514 &#128514,14,0,0,1
1182,rt <unk> some of you hoes got so much to say with so <unk>,14,0,0,1
1183,"rt <unk> i'm a star jones man myself , i love that big bitch",14,0,0,1
1184,"the <unk> and o's , exes and hoes , i exit and ghost &#128123",14,0,0,1
1185,the walking dead is trash people . . . that is all . &#128514,14,2,2,1
1186,the internet will make you think these bitches are who they're actually not .,14,0,0,1
1187,the english killed all the leprechauns . thank god . annoying little bastards .,14,0,0,1
1188,the <unk> has 2 great uniforms and ruined them both for that trash smh,14,2,2,1
1189,the #yankees don't need tanaka or beltran or all these <unk> <unk> players #believe,14,2,2,1
1190,"that's not catfish <unk> up my tl it's sore pussy , my bad .",14,0,0,1
1191,"that's a deal <unk> , yo pussy shouldn't smell like my <unk> hooping shorts",14,0,0,1
1192,that hate shit dont mean nothing bitch im feeling myself http t .co <unk>,14,0,0,1
1193,that bit <unk> got <unk> droppin and all <unk> i see ya lha bitch,14,0,0,1
1194,"thank you , hand out that candy charlie @charlie4927 @stacydmomof5 @revkahjc @cantucimblonde @kacado @pattism74",14,2,2,1
1195,tempted to finish every sentence i say today with yo or bitch . #breakingbad,14,0,0,1
1196,tell your bae ho <unk> <unk> it means i love your eyes in italian,14,1,0,0
1197,tell a hater i said fuck you tell your bitch i said fuck you,14,0,0,1
1198,<unk> on yo main hoe hell naw me and my <unk> don't save hoes,14,0,0,1
1199,"surprise , surprise <unk> trashes brandon <unk> border patrol sources http t .co <unk>",14,2,2,1
1200,stuck up serious bitches are possibly the worst type of girls . ever .,14,0,1,0
1201,stop sayin my gov . name fuck wrong widd u bitch is u stupid,14,0,0,1
1202,"stomach is hurting , i'm starving for some early morning pussy . &#128527 &#128527",14,0,0,1
1203,still can't see what niggers see in them white hoes . . . .,14,1,0,0
1204,<unk> county cannot handle the <unk> style straight up north bay is pussies forever,14,2,0,0
1205,someone come take these brownies away from me before i eat the whole pan,14,2,2,1
1206,some people are bitch ass niggas &amp you should just stay far away from,14,1,0,0
1207,some of yall just popular cuz of yall name . these bitches be ugly,14,0,0,1
1208,"so toodles to you bitches , goodnight <unk> <unk> &#65039 <unk> &#128164 &#9996 &#65039",14,0,0,1
1209,so real it's unreal lol #yankees #worldseries <unk> #mlb <unk> http t .co <unk>,14,0,2,0
1210,so jus don't be faithful cus u never kno what your bitch doing lmao,14,0,0,1
1211,sloppy ignorance in all my pockets come her lil bitch i want sloppy toppy,14,0,0,1
1212,skylar needs to go back to <unk> . he taking all the hoes .,14,0,0,1
1213,"shut yo new year , new me lookin ass up bitch . &#58386 &#58386",14,0,0,1
1214,should i take a nap though too kill a mocking bird or nah ?,14,2,2,1
1215,<unk> temple was a bad bitch when she was my age as well .,14,0,0,1
1216,this stank bitch steady calling . . i wonder how she get my number,14,0,0,1
1217,this pussy dryer than yours . . . rt @loyallamb85 drier vs . dryer,14,0,0,1
1218,this nigga think he gone play me shoot dice let yo hoe fade me,14,0,0,1
1219,this nig <unk> keep falling asleep . . . . that's usually me lol,14,0,0,1
1220,this lit bitch <unk> in the class im an <unk> in is sooo funny,14,0,0,1
1221,this is why my mother isn't allowed to make brownies http t .co <unk>,14,2,2,1
1222,"this hoe straight up disappeared on me , like where did you go ?",14,0,0,1
1223,this fat bitch just said next time don't forget my potato chips &#128514 &#128514,14,0,0,1
1224,this bitch took her damn eye out like it was a contact &#128561 &#128547,14,0,0,1
1225,this bitch keep playin wit my hair like she dont got her own .,14,0,0,1
1226,this bitch just texted me out the blue bout want see her butt .,14,0,0,1
1227,this bitch is <unk> 6 <unk> for shaking ass ? i'm so done &#128553,14,0,0,1
1228,this bitch has two jobs and is starting school on the <unk> . <unk>,14,0,0,1
1229,this bitch at the gas station offered me head for $20 &#128514 &#128557 &#128128,14,0,0,1
1230,"this ain't no bitch ass boom <unk> , it's click <unk> move back .",14,0,0,1
1231,this <unk> just caught me talking to a bird and that was pretty embarrassing,14,2,2,1
1232,think it's okay to take my property and break it ? fuck you bitch,14,0,1,0
1233,they say i wouldn't make it now them same bitches is calling my <unk>,14,0,0,1
1234,they come out charlie sheen . . . they come out coupe machine <unk>,14,2,2,1
1235,"these nigs is haters man , and i've made myself so easy to luv",14,1,0,0
1236,these lil niggas can't hang big shit poppin bitch and big my first name,14,0,0,1
1237,these hoes pickin and choosin . . that's why these niggas <unk> and <unk>,14,0,0,1
1238,these hoes everybody hoes lol go at any bitch bet u get her easy,14,0,0,1
1239,these hoes ain't yours it's just yo turn #&#128175 &#128175 u hear me ?,14,0,0,1
1240,these chubby hoes are always on a diet . . . . . .,14,0,0,1
1241,these bitches need to get out of bed and i'll make them <unk> <unk>,14,0,0,1
1242,these bad bitches really ain't that bad when you see a pic of <unk>,14,0,0,1
1243,the <unk> rt @kinghorsedick @vianawf &#128557 &#128557 &#128557 &#128557 &#128557 these bitches big bruh,14,0,0,1
1244,the only time i screamed was when tyrese <unk> that hoe ass bitch #thewalkingdead,14,0,0,1
1245,the last time your pussy was salmon pink was . . . . .,14,0,0,1
1246,the ghetto <unk> out version of tree of life coming soon . . .,14,2,0,0
1247,the ending to that yankee game was so planned i can't even take it,14,2,2,1
1248,rt @w1lliam_ @whackko y'all <unk> was fried fuck dat pussy nigga in the blue doe,15,0,0,1
1249,rt <unk> fuck you say bitch ? i will kill you http t .co <unk>,15,0,1,0
1250,rt <unk> need a bad bitch who knows how 2 treat a pokemon master right,15,0,0,1
1251,rt <unk> bitches be trying the wrong bitches &amp don't even be knowing . .,15,0,0,1
1252,rt <unk> my music taste goes from ghetto black girl to depressed white girl .,15,0,0,1
1253,"rt @thejudyann and if you ain't a hoe , get up out my trap <unk>",15,0,0,1
1254,rt <unk> why be negative when you can be positive fucking smile you beautiful bitch,15,0,0,1
1255,rt <unk> my score on flappy bird is higher than the <unk> score right now,15,2,2,1
1256,rt <unk> what are you twelve yeah on a scale of one to ten bitch,15,0,0,1
1257,rt <unk> it's a bird . . .it's a plane . . .it's <unk> <unk>,15,2,2,1
1258,rt <unk> the only things you need in life are <unk> shirts and oreos <unk>,15,2,2,1
1259,rt @souljaboy @kmichelle beef ? bitch ur pussy smell like beef &#128169 &#128514 &#128514 &#128514,15,0,0,1
1260,rt @sorryimalex &#8220 <unk> i only <unk> alex <unk> aka trash to gain <unk> #vote5sos,15,0,2,0
1261,rt <unk> <unk> from teen mom has 2 sex tapes on pornhub lmao hoe ass,15,0,0,1
1262,"rt @seansteiger31 i don't gang bang ho , i jus gang bang these hoes &#128299",15,0,0,1
1263,rt <unk> it's settled . the ding dong is far superior than the twinkie .,15,2,2,1
1264,rt @saramariewelch been my main nigguh since <unk> camera selfies <unk> http t .co <unk>,15,0,1,0
1265,rt @samzbikowski @tonyjrodriguez dude i had a video of these birds at my work fuckin,15,0,0,1
1266,"rt @rickygervais jesus loves you , but everyone else thinks you're a right cunt .",15,0,0,1
1267,"rt @rickygervais have a great day , you lovely fellow apes http t .co <unk>",15,2,2,1
1268,rt <unk> &#8220 @1bookieg idk why i love skinny girls&#8221 they got good pussy &#9994,15,0,0,1
1269,rt <unk> shoutout to @ogmaco bitch you guessed it remix shit is &#128293 &#128293 &#128293,15,0,0,1
1270,rt <unk> need my dick sucked . .fuck 1 bitch i need &#9996 &#65039 sluts,15,0,0,1
1271,rt <unk> &#8220 @_100d 90% of niggas goofy and act like bitches&#8221 you aint lyin,15,0,0,1
1272,rt <unk> man robin thicke all on black tv trying to get that pussy back,15,0,0,1
1273,turn on the magic of colored light . <unk> <unk> http t .co <unk>,14,2,2,1
1274,tryna save a hoe that don't wanna be saved nope nope nope not me,14,0,0,1
1275,too many pretty bitches got the sore throat voice <unk> red bones . <unk>,14,0,0,1
1276,too bad brandon <unk> isn't gonna have that <unk> spiked at <unk> . <unk>,14,0,2,0
1277,"told that hoe to suck it up , she got lips like rubber <unk>",14,0,0,1
1278,today is fun but tuesday will be awesome . #iu v <unk> <unk> #hoosiers,14,2,2,1
1279,tl blew up hoes on waka dick . <unk> he ain't <unk> y'all <unk>,14,0,0,1
1280,"since cats lick themselves all the time , they should be great at eattin pussy",15,0,0,1
1281,<unk> out to my down ass bitches who never give a nigga a hard time,15,0,0,1
1282,she tried to get you to rob the wop but now the bitch in critical,15,0,0,1
1283,"seriously , reading <unk> like books spook me more than most horror movies . <unk>",15,2,2,1
1284,send me an <unk> and i'll tweet why your a pussy http t .co <unk>,15,0,0,1
1285,seem like da colored folk be gettin in da way lately . i just sayin,15,0,1,0
1286,seeing another baseball team just makes me wanna book my @yankees trip right now .,15,2,2,1
1287,"seconds from the end , what's it gonna be , pull the trigger bitch .",15,0,0,1
1288,say you love that bitch so much i'll kill you right in front of her,15,0,0,1
1289,say you love that bitch so much i'll kill yo ass in front of her,15,0,0,1
1290,"sam is such a bitch , ronnie got in a fight because of you &#128530",15,0,0,1
1291,salute rt <unk> &#128221 rt @shvkxir spit on my chest like a nasty bitch .,15,0,0,1
1292,s o to the homie @blakkhoodie_562 niggah stay making bomb food when we high af,15,2,0,0
1293,s o to my <unk> . these are down bitches don't fuck with them .,15,0,0,1
1294,rt &#8220 @oldirtyjesus stop being a hoe sheesh &#8220 <unk> i want 3 <unk> &#8221,15,0,0,1
1295,roses be red <unk> be bigger <unk> tell yo daddy you fuckin a nigger <unk>,15,1,1,1
1296,real talk i really ain't fully trusted a bitch since instagram and twitter became popular,15,0,0,1
1297,real nigga need a real bitch . just somebody i can chill with <unk> &#10084,15,0,0,1
1298,real basketball players get disappointed when they throw something in the trash can and miss,15,2,2,1
1299,ray rice had that bitch of the <unk> and the lean all in one punch,15,0,0,1
1300,<unk> stuffed wit lobster nd a nice stuffed clam <unk> <unk> http t .co <unk>,15,2,2,1
1301,rt @killquana i wonder how much pussy justin bieber gets . . . . .,15,0,0,1
1302,rt @coolie_gbe300 you pussy whipped for only following @kimkardashian tho . . . . @kanyewest,15,0,0,1
1303,rt @youngtravo if u ain't never had a <unk> scare your pussy trash ladies <unk>,15,0,0,1
1304,"rt <unk> i sent that bitch a smiley face , bitches love smiley faces &#128515",15,0,0,1
1305,rt <unk> u a 10 ? on the <unk> scale maybe cause you basic hoe,15,0,0,1
1306,rt <unk> if i was to really be straight bold bitches will hate me man,15,0,0,1
1307,rt <unk> &#8220 @1stblocjeremiah i want subway <unk> dem bitches do sound good <unk> &#128551,15,0,0,1
1308,"rt <unk> i'm trynna find me a wifey type , not a hoe type .",15,0,0,1
1309,rt @xdsmooth this niggah said her lips dry ass hell lmao &#128514 &#128514 &#128514 &#128514,15,0,0,1
1310,rt @woohdakidd_74 @shane_a1 &#128514 &#128514 &#128514 they ain't een kno i was in that bitch,15,0,0,1
1311,rt <unk> raising asia . . . . that lil bitch could dance bruh &#128514,15,0,0,1
1312,"these women ain't shit but hoes w tricks , baby boy i'm different &#10084 &#65039",15,0,0,1
1313,these hoes here mane . you are what you let inside you . remember .,15,0,0,1
1314,these hoes always gone thot around to who ever give them attention at the time,15,0,0,1
1315,these bitches fake one min talking about a hoe next min <unk> with the hoe,15,0,0,1
1316,these bitches aint playin' . a jealous woman does better research than the fbi .,15,0,0,1
1317,"there's no one to flirt with , mad bitches in my inbox . <unk> <unk>",15,0,0,1
1318,"them quicc to blast bitches , them all about the cash bitches &#128564 &#128184 &#128176",15,1,0,0
1319,them gay dudes stay with the baddest bitches . . . . .no punch line,15,0,0,1
1320,the two <unk> fags rt @everybodyhatesx barkley &amp reggie were talking nonsense the entire game,15,0,2,0
1321,the heat will make you wanna put hands on a niggah &#128166 <unk> &#128544 &#128072,15,0,0,1
1322,the browns schedule for the first half of the year is literally retarded easy .,15,0,0,1
1323,thats why i aint cuffing until im grown af rt <unk> these hoes ain't loyal,15,0,0,1
1324,that's yo bitch . . . . . i was all up in her guts,15,0,0,1
1325,that's why i don't stunt these hoes on instagram . <unk> http t .co <unk>,15,0,0,1
1326,that son of a bitch moment when you open the fridge and have no food,15,0,0,1
1327,that nig was a g on that <unk> i would have done the same thing,15,0,0,1
1328,that mocha colored chick <unk> &gt &gt &gt think i fell in <unk> &#128525 &#128525,15,2,2,1
1329,"that bitch told me to control myself , i told her to go find yourself",15,0,0,1
1330,tellin me im disrespectful but i aint the one callin everybody a bitch for free,15,1,0,0
1331,<unk> on yo main bitch me and my nigga hell naw we don't date hoes,15,0,0,1
1332,switcharoo on yo main bitch me and my niggga hell naw we don't date hoes,15,0,0,1
1333,<unk> is trash . y'all know how important bubble <unk> is to our day ?,15,2,2,1
1334,stupid lil bitch really think i'm trippen &#128514 &#128514 you <unk> pocket with this <unk>,15,0,0,1
1335,still confused why king ordered two tranny hookers to the party last night . .,15,2,0,0
1336,"somebody tell these <unk> i'ma keep fuckin they hoes , i'ma keep rockin these shows",15,0,0,1
1337,some bitch niggas in <unk> just <unk> me with water and ran away <unk> #pussies,15,1,0,0
1338,some are <unk> and some are pink some are blue and some are just yellow,15,2,2,1
1339,so was chris brown talking bout <unk> when he said these hoes ain't loyal ?,15,0,0,1
1340,so niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay,15,0,0,1
1341,slut i ain't playin' go find a white <unk> and color a fuckin zebra .,15,0,0,1
1342,"sitting alone watching white chicks , no pants , fuzzy blankets , tea turn up",15,0,2,0
1343,single colored man looking fo a single white woman . fat ok . i'm nigga,15,0,0,1
1344,rt <unk> i blatantly believe that men look creepy as shit with a ghetto ass mustache,16,0,0,1
1345,rt @savannacurry_ yelling my feelings about self <unk> not to think for themselves bitches is <unk>,16,0,0,1
1346,rt @sadiiex_ @vnxthny i am taking you serious . . . . kik me back nigger,16,1,0,0
1347,rt <unk> never cared about how another bitch saw me . i know who i am,16,0,0,1
1348,rt <unk> girl i wanna rip my dick off and throw it at your pussy .,16,0,0,1
1349,rt @renz360 got receipt ink on your soles ? no problem . http t .co <unk>,16,2,2,1
1350,rt <unk> bible rt @macktology101 you a hoe if you already got new years eve plans,16,0,0,1
1351,rt <unk> mine too &#128513 &#128588 &#128076 rt &#8220 @187xo_ this ma niggah <unk> &#128076 &#8221,16,0,1,0
1352,rt <unk> bill maher mocks gullible america for missing the real enemy http t .co <unk>,16,2,2,1
1353,rt <unk> u bitches ain't paying my bills . . . . . .so fuck you,16,0,0,1
1354,rt <unk> &#8220 <unk> stop &#9995 playin bitch &#128589 you know i'm mvp &#127942 &#128526 &#8221,16,0,0,1
1355,rt <unk> <unk> of <unk> to present the first yellow jersey http t .co <unk> #tdf,16,2,2,1
1356,rt @popitfor_tyrick bitch said i lie too much bitch you ain't worth telling the truth too,16,0,0,1
1357,rt @phishlicia @tropicaldrew_ not about you fag . i miss you like crazy &#128553 &#10084 &#65039,16,0,0,1
1358,too much shit going on to deal with another bitch nonsense . . . .,15,0,0,1
1359,to many niggas and not enough hoes and most of you niggas acting like hoes,15,0,0,1
1360,throwing fire crackers at cars ? that shit is funny as fuck &#128514 &#128514 &#128514,15,0,0,1
1361,this white bitch dressed as the devil at my job . oh the irony lol,15,0,0,1
1362,this shit is a game right now . . that's why i play hoes .,15,0,0,1
1363,this niggah seems really clingy . . . mhmm idk about that &#128563 &#128582 &#128581,15,0,0,1
1364,this is no excuse to call me bitch ? you got caught . stop .,15,0,0,1
1365,this ignorant bitch on msnbc said police have no training on their weapons . smh,15,0,0,1
1366,this hoe car smell like nigga let off a sweet potato bomb in her shit,15,0,0,1
1367,this chick looks like she straight up took a colored pencil to her eyebrows <unk>,15,0,0,1
