,text,length,pred,target,correct
933,rt @jimmy_santander: <unk> gallo pinto con carne <unk> <unk> <unk> <unk>,11,1,1,1
934,having a bitch ain't goofy. having bitch dat ain't loyal is,11,0,0,1
935,rt <unk> <unk> <unk> today at <unk> bitch do your <unk>,11,0,0,1
936,can't neva be a sucka for no bitch.. that ain't me,11,0,0,1
937,"@realdonaldtrump he looks like reg. memphis,tn. trash! we got them everywhere.",11,0,2,0
938,rt <unk> <unk> mean girls are just honest bitches. <unk> @jacklynannn,11,0,0,1
939,<unk> right these hoes on my dick about u dats how,11,0,0,1
940,"i been getting money, i ain't worried about a hoe <unk>",11,0,0,1
941,it's a sad sad day when a bitch loses her sponsor,11,0,0,1
942,rt <unk> your pussy looks like it died six months ago.,11,0,0,1
943,bitch gon bounce when boosie rapping dey probably scared not too,11,0,0,1
944,i hate when bitches try to talk shit with chipped nails,11,0,0,1
945,all that but the bitch can't take a joke. <unk> @iggyazalea,11,0,0,1
946,rt @ohlawditsniesha: this hoe swear to god that boy fuckin <unk>,11,0,0,1
947,these peanut butter brownies bout to give me life too! &#128523;,11,1,1,1
948,<unk> &#128528; who did you <unk> them hoes like 4 online,11,0,0,1
949,mom really came in and found anything possible to bitch about,11,0,0,1
950,@b0ssladyre just ate a <unk> brownie and is seeing random cats,11,1,1,1
951,rt <unk> look at u now u pregnant stupid bitch lol,11,0,2,0
952,@z0mbiedance it's not till later hoe! unless your having a <unk>,11,0,0,1
953,yo that teacher in baltimore wasn't <unk> with that bitch lmao,11,0,0,1
954,when niggas gimme their mixtape and it's trash #yeet <unk> <unk>,11,0,0,1
955,@kieffer_jason @sbsylvester then bring your bitch ass to town east bitch,11,0,0,1
956,rt @rarehiphoppic: logic had me thinking nikki was a bad bitch,11,0,0,1
957,<unk> gave that bitch a <unk> since she wanna act <unk>,11,0,0,1
958,@shefeelsd_payne nigga don't be telling my business on this hoe lol,11,0,0,1
959,wen yu see uh bad bitch n wanna holla say ayyy,11,0,0,1
960,i have really light colored eyebrows naturally and it's not ok,11,1,1,1
961,<unk> you know. <unk> for school? to cut all them bitches,11,0,0,1
962,rt <unk> <unk> get a fucking trash can on your head.,11,0,0,1
963,buddy drug the whole train lmao good ... extra ass hoes,11,0,0,1
964,"<unk> @itsnotadam is bored supposed to be cute, you <unk> sometimes",11,0,2,0
965,&#8220;@leelucas_: @100046729 <unk> <unk> bitch ima shake til i can't nomo,11,0,0,1
966,<unk> @notoriousbm95 <unk> shut ur faggot ass up you thirsty pussy,11,2,0,0
967,they had a steak <unk> ran that bitch like a <unk>,11,0,0,1
968,"rt <unk> too many good single girls, too many hoes taken.",11,0,0,1
969,rt <unk> <unk> your voice mail little bitch ass nigga <unk>,11,0,0,1
970,rt <unk> <unk> what a hoe. you just couldn't wait. <unk>,11,0,0,1
971,don't kiss these hoes in the mouth. unless you have to.,11,0,0,1
972,pau a hoe. how u gon play after the trade <unk>,11,0,0,1
973,look at y'all bitches only hmu when ya wifi on bitches,11,0,0,1
974,when stoni isn't doing his faggot gook speak he's actually funny,11,2,0,0
975,&#8220;@souljaboy: @kmichelle ur pussy smell like dumpster juice <unk> wow &#128529;,11,0,0,1
976,@jaibrooks1 ugly <unk> cunt u probably have an <unk> penis faggot,11,0,0,1
977,did one of the biggest hoes around really just retweet <unk>,11,0,0,1
978,#iu 8 straight nation #college soccer <unk> wow! #hoosiernation #hoosiers <unk>,11,0,1,0
979,that was not good <unk> starting the mickey mouse club soon!,11,1,1,1
980,rt @poonsoaker: you retarded if you say <unk> don't go hard.,11,0,0,1
981,rt <unk> maury 65 years old and still exposing hoes.. &#128175;,11,1,0,0
982,why niccas be hating tho lol .. let me live homie,11,0,0,1
983,rt @freemolly_: @voiceofdstreetz my bad bro dem hoes heat tho &#128293;&#128293;&#128293;,11,0,0,1
984,you <unk> bout a bitch and she a god damn <unk>,11,0,0,1
985,there's like 5 injuries a game in <unk> shit trash lol,11,0,0,1
986,"rt <unk> you had me at, ""i hate that bitch too""",11,0,0,1
987,"@samzbikowski cody is always calling people ""nigger"". he's a fucking <unk>",11,0,2,0
988,""" post a picture of that pussy get 200 likes """,11,0,0,1
989,rt <unk> most of these niggas go broke for these hoes,11,0,2,0
990,"<unk> bitch i'm on, bitch i'm on my <unk> thug <unk>",11,0,0,1
991,bad bitches aint cheap better pass her if u broke !!,11,0,0,1
992,rt <unk> will your bitches do this for you ? <unk>,11,0,0,1
993,rt <unk> i love bad bitches that's my fuckin problem &#128527;,11,0,0,1
994,how you stay faithful in a room full of hoes? &#128549;,11,0,0,1
995,<unk> try being <unk> instead of acting like a fucking retard.,11,0,0,1
996,<unk> these hoe ass niggas ain't get nobody in free agency.,11,0,0,1
997,i'll go to class the last 30 minutes of that hoe,11,0,0,1
998,man i gotta hang out with snoop lion aka nemo hoes,11,0,0,1
999,hey @yankees fans is this a good score ? <unk> <unk>,11,1,1,1
1000,i ont like that game wit that retarded ass bird &#128530;,11,0,0,1
1001,<unk> explains why they're waving trash bags around over their <unk>,11,1,1,1
1002,rt @lydsortiz: knew a bad bitch but she was kinda slow,11,0,0,1
1003,rt <unk> unfollow me bitch. i won't cry about it. &#128536;&#128536;,11,0,0,1
1004,you a hoe for not having deals on fried chicken <unk>,11,0,0,1
1005,just cleaned this bitch. <unk> <unk> <unk> <unk> <unk> <unk> <unk>,11,0,0,1
1006,now this new bitch acting dumb tryna correct my every word.,11,0,0,1
1007,rt @3amado_carrillo: just checked my watch n that bitch said sometimes,11,0,0,1
1008,<unk> took advantage of me last <unk> that bitch won't <unk>,11,0,0,1
1009,@bonnoxxx &#128557;&#128557;&#128557;&#128557;&#128557; how u kno im talkin bout you bitch lmfao,11,0,0,1
1010,<unk> ion eat cat . <unk> what you gay for then,11,0,0,1
1011,rt <unk> u gotta be retarded to skip class in college,11,0,0,1
1012,&#8220;@koleworld4: my name is <unk> ... <unk> <unk> u hoe <unk>,11,0,0,1
1013,&#8220;@friendlyassh0le: how bitches be looking the first day of school. <unk>,11,0,0,1
1014,&#128514;&#128557; i have to <unk> the pussy out there <unk> <unk>,11,0,0,1
1015,"@theonemiss_luu i also like flip a bitch, which is <unk> <unk>",11,0,0,1
1016,rt @currensy_spitta: don't neva check a real <unk> check a hoe,11,0,0,1
1017,"i thought it was bros over hoes , guess not &#128530;",11,0,0,1
1018,<unk> when you try to smash but that pussy stank <unk>,11,0,0,1
1019,"@carelessone92 he a real nigga tho, that bitch know her place",11,0,0,1
1020,i say smash the <unk> i buy a new one hoe,11,0,0,1
1021,"@xcorey21 is that i'm ""a <unk> or ""i'm <unk> like <unk>",11,0,0,1
1022,fuck all that <unk> and <unk> i fuck all they bitches,11,0,0,1
1023,"bitches swear up and down they pussy the best, but <unk>",11,0,0,1
1024,rt <unk> it ain nun to cut dat bitch <unk> - verizon,12,0,0,1
1025,im mad james let me drink that shit... payback is a bitch,12,0,0,1
1026,you know a bitch is crazy when she smiles and she's <unk>,12,0,0,1
1027,rt @_posterboi: &#128591; lord please don't let this bitch kill my vibe.,12,0,0,1
1028,<unk> <unk> <unk> that cracker as big as he looks on tv?,12,1,0,0
1029,i'm the biggest redskins dam right now if they get this stop,12,1,1,1
1030,"is you ready bitch , cause my hair laid. yours? @__baabyshaay <unk>",12,0,0,1
1031,<unk> she prolly got some bomb pussy too. lol i hope haha,12,0,0,1
1032,rt @clicquotsuave: bunch of rappers boutta flood the <unk> w/ trash <unk>,12,1,1,1
1033,but why did this bitch just follow <unk> even like u <unk>,12,0,0,1
1034,rt @yaremisxo: stop being a hoe so i can love you :/,12,0,0,1
1035,<unk> so people can't parent <unk> twitter is fuckin trash <unk> <unk>,12,0,0,1
1036,i'm seeing more &amp; more niggers <unk> further up <unk> <unk> smh,12,2,2,1
1037,<unk> <unk> <unk> <unk> music <unk> really are hicks and <unk> &#128514;&#128514;,12,1,2,0
1038,<unk> your daughter can date this little fag bag @bekkalina13 <unk> <unk>,12,0,0,1
1039,my head too big for <unk> <unk> i like beanies better <unk>,12,1,1,1
1040,@leslieeeixta <unk> haha noo bitch now! <unk> stop playing games hoe! &#128517;&#128514;,12,0,0,1
1041,lolololol not to be a hoe but that was a <unk> one,12,0,0,1
1042,"<unk> fans, is cody <unk> <unk> for this years #nba draft? #iubb",12,1,1,1
1043,ol heads always think a young nicca gon runoff wit they <unk>,12,0,0,1
1044,nino brown? oh das me rt <unk> nino brown on yall hoes.,12,0,0,1
1045,n%a hit the <unk> slide at the end of that bitch &#128514;,12,0,0,1
1046,drop her off? dat bitch a be walking if i wus <unk>,12,0,0,1
1047,digging a hole is very <unk> it's <unk> out that's a bitch.,12,0,0,1
1048,"rt <unk> @tronkitty bet nigger, i'm waiting for the car keys",11,1,0,0
1049,<unk> might go to <unk> <unk> who you gone go with,11,0,0,1
1050,rt @rihannahasaids: aight game over. dykes had to ruin it <unk>,11,0,2,0
1051,<unk> your not so <unk> after all u fuckin redneck <unk>,11,0,0,1
1052,rt <unk> wayne really treat nicki like that's his bitch <unk>,11,0,0,1
1053,@bitterchick dat means get the fuck out hoe i be thinkin,11,0,0,1
1054,rt @dragonballdeez: *atlanta rt @pacdagoat: houston has so many trash drivers,11,1,1,1
1055,rt <unk> got these hoes on my dick like brad pitt,11,0,0,1
1056,the club don't never get old to some of y'all hoes though.,12,0,0,1
1057,@floralelephants the wasp of angry legend. beat it into a <unk> <unk>,12,0,1,0
1058,thats bad when your bestfriend says yu act like a hoe <unk>,12,0,0,1
1059,selling ex lax brownies in front of <unk> to pregnant women. <unk>,12,1,1,1
1060,"&#128514;&#128514;&#128514; <unk> ""bitch i know you got games on your phone"" <unk>",12,0,0,1
1061,these <unk> taste likka steak right nah boy these bitches going <unk>,12,0,0,1
1062,rt <unk> <unk> not only you. and that pom <unk> totally porn.,12,0,1,0
1063,lmfaooooo bye <unk> american sports trash. soccer and hockey the best <unk>,12,0,1,0
1064,<unk> that bitch done.. have it to u on sunday my nigga,12,0,2,0
1065,rt @jayreidofficial: jus know <unk> to my nicca @im_yung_jay <unk> #mme1636 <unk>,12,0,0,1
1066,"<unk> you love these hoes more then money wats wrong these niggas""",12,0,0,1
1067,john legend is showin this country bitch up on her own song,12,0,0,1
1068,<unk> @msnbc @meetthepress would not spend my money on trash like that!,12,1,1,1
1069,am i really going to sit here and cry like a bitch....,12,0,0,1
1070,i be ready to tell a bitch shut da fuck up lol,12,0,0,1
1071,no one can take your woman. they can only take your hoe.,12,0,0,1
1072,"""@rugbysocklad: helping out a <unk> <unk> i love scally play. fuck yeah",12,0,0,1
1073,rt <unk> the only d yah bitches should be thirsty for <unk>,12,0,0,1
1074,rt <unk> <unk> lil skinny bitch throw ha like a frito <unk>,12,0,0,1
1075,hope this bitch is prepared for the <unk> of what she did,12,0,0,1
1076,@theejustinholt trash of the cowboys beat the redskins twice last year &#128517;,12,1,1,1
1077,rt <unk> gay girls really do get more pussy than niggas <unk>,12,0,0,1
1078,<unk> <unk> n as in nick or m as in <unk> &#128514;&#128514;,12,1,1,1
1079,nose goes on taking out the trash this time. &#128586; @caitnicole3 @cici_phi,12,1,1,1
1080,"sorry hoes, but <unk> does not stand for legs. open. <unk> easy",12,1,0,0
1081,"rt <unk> if i hit ya nigga , bitch i'm sorry <unk>",12,0,0,1
1082,@lettherainefall @ann_e_lizabeth and i are on our way to fuck your bitch,12,0,0,1
1083,rt @waynel_jr: 80% rt <unk> 60% of these hoes be fake gay,12,0,0,1
1084,<unk> <unk> gets a pass by <unk> of mostly being a bird.,12,0,1,0
1085,"<unk> real shit, that light armor is a bitch to find tho",12,0,0,1
1086,"rt <unk> ""a day without <unk> is a day <unk> <unk> chaplin",12,0,1,0
1087,all i want for my birthday is a big booty hoe &#128526;&#128526;,12,0,0,1
1088,"you hoes love sayin ""you think you cute <unk> <unk> you do..",12,0,0,1
1089,<unk> an <unk> <unk> <unk> <unk> yellow <unk> <unk> <unk> ashton. <unk>,12,1,1,1
1090,"""i guess this is the night bitches <unk> stewie is that <unk>",12,0,0,1
1091,"i was working hard as a bitch today, i deserve a reward.",12,0,0,1
1092,so much for <unk> being the team to beat they are trash,12,1,1,1
1093,modern day singers talk about the same shit rappers talk about <unk>,12,0,0,1
1094,rt @blackjeezuss: when someone drops their trash mixtape in my dms <unk>,12,1,1,1
1095,rt <unk> &#128514; <unk> in this bitch sellin chicken wings &amp; fries,12,0,0,1
1096,<unk> @sharea40ounce she playin pussy hole <unk> she drawing the next number,12,0,0,1
1097,""" these bitches even worst they'll send them guys for you """,12,0,0,1
1098,"rt @anthonybialy: well, maryland is just a bunch of hateful <unk> anyway.",12,0,2,0
1099,"new years ever, get at me bitch. #loaded <unk> <unk> <unk> <unk>",12,1,0,0
1100,rt @koleworld4: every time i come out im never with <unk> bitches,12,0,0,1
1101,can't find my bc powder .. i'll just chug this children's <unk>,12,1,1,1
1102,photo: giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls <unk>,12,0,1,0
1103,"#porn,#android,#iphone,#ipad,#sex,#xxx, | <unk> | a very hot black tranny is <unk> <unk>",12,0,0,1
1104,#splashgang on you pussy <unk> ay @benny_balboa i tried to tell <unk>,12,0,0,1
1105,rt @iamthatprettymf: yall bitches don't know how to be friends &#128514;&#128514; <unk>,12,0,0,1
1106,"rt <unk> first off, fuck your bitch. and the click you <unk>",12,0,0,1
1107,rt <unk> it's <unk> bitch!!! <unk> artist of the year #amas <unk>,12,1,0,0
1108,"rt @faceyspace: my personality test results basically say ""bitch you is <unk>",12,1,0,0
1109,can this bitch sit the fuck down and shut the fuck up,12,0,0,1
1110,@mileycyrus has <unk> to a bad bitch. she can get the d,12,0,0,1
1111,<unk> <unk> this nothing to do with my shoes you ignorant twat.,12,0,0,1
1112,i don't talk to niccas i talk to god we can relate,12,0,0,1
1113,deez niggas pussy so fuck em deez niggas ass so buss em,12,0,0,1
1114,"i can't fuck with hoe niggas, i can't trust these hoes <unk>",12,0,0,1
1115,<unk> <unk> now go clean that trash can ya lil <unk> lol,12,0,1,0
1116,rt <unk> @sorryimalex <unk> buy the girl stuff you <unk> ass bitch,12,0,0,1
1117,rt <unk> bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;,12,0,0,1
1118,another season of retweeting every one of @nikaaaa3 's yankee <unk> &#128514;&#128514;&#128514;&#128514;,12,1,1,1
1119,<unk> did you say spray <unk> <unk> crist <unk> back to <unk>,12,0,1,0
1120,rt @realist_illest: mine too <unk> rt &#8220;@187xo_: this ma niggah @trigga_tre123 &#128076;&#8221;,12,0,2,0
1121,"rt <unk> best said by <unk> ""there's a <unk> <unk> bitch"" lmao",12,0,0,1
1122,rt <unk> @idoclyfe rick james ain't even slap his bitches that hard,12,0,0,1
1123,@vg3_ man some of these bitches are in denial about it. &#128514;&#128514;&#128514;,12,0,0,1
1124,rt <unk> stop being a hoe sheesh <unk> i want 3 <unk>,12,0,0,1
1125,@jordan_luree @natalieschroyer me or <unk> &#128514;&#128514; def not me with that shiner,12,0,1,0
1126,rt @omgitsbabyjoe: don't talk behind my back i hate that pussy shit,12,0,0,1
1127,dude said ice jj fish created player on 2k retarded too lol,12,0,0,1
1128,&#8220;@a_brown_30: <unk> best game ever&#8221; only cuz you suck at flappy bird,12,1,1,1
1129,<unk> i love her too much. maybe one of my <unk> birds...,12,0,0,1
1130,"@_wordtothewise i am hurt <unk> in it wtf, fuck <unk> that bitch",12,0,0,1
1131,rt <unk> i swear i care bout everything but these bitches &#128080;,12,0,0,1
1132,"rt <unk> ""you smell like weed..."" and bitch you smell like sober.",12,0,0,1
1133,rt @waynel_jr: the nipples determine whether the titties are trash or not,12,1,0,0
1134,omg i will kill you for liking that pic i swear bitch,12,0,0,1
1135,@yobritttany i didn't know that was a fad sounds fucking retarded haha,12,0,0,1
1136,y'all be cool out there in that cold chasing them hoes &#9996;&#65039;,12,0,0,1
1137,im trying to come back as a fine ass bitch next <unk>,12,0,0,1
1138,"she don't get emojis until after i bag, emojis are pussy shit",12,0,0,1
1139,rt <unk> <unk> <unk> my type a bitch <unk> <unk> lmao yass,12,0,0,1
1140,lmaooo wait so why everybody talm bout card <unk> i missed it,12,0,0,1
1141,rt @black_taco_: wtf is boy pussy ? lmao you atl nigga sick,12,0,0,1
1142,rt @l1ldebbie: amber rose is everything at the vmas. <unk> every bitch.,12,1,0,0
1143,rt @cuhcuhcuh: i got no love for bitches or bitch niggas cuh,12,0,0,1
1144,rt @obey_jrock__: this is a true ride or die bitch &#128175; <unk>,12,0,0,1
1145,"""they faggots @jonniesantana: orioles petty as <unk> swept up outta this bitch""",12,2,0,0
1146,"i wasn't born lastnight , i know theses hoes ain't right &#128080;",12,0,0,1
1147,rt @halfricannnnn: me and <unk> are in our yellow <unk> <unk> &#127754;,12,1,1,1
1148,people who grow their own vegetables are nothing but common <unk> trash.,12,1,2,0
1149,rt <unk> nobody want no pussy 25 other niggas done had before,12,0,0,1
1150,<unk> stuffed wit <unk> nd a nice stuffed clam <unk> <unk> <unk>,12,1,1,1
1151,&#8220;@xenoss_: <unk> <unk> we don't care you're ugly <unk> @ me pussy,12,0,0,1
1152,rt @wizkhalifa: currently taking over ur bitches brain with my <unk> and <unk>,13,0,0,1
1153,rt <unk> stuff broke <unk> must not panic and share <unk> instead <unk>,13,0,1,0
1154,"' she <unk> <unk> , she know i'm the pussy <unk> <unk> .",13,0,0,1
1155,rt <unk> <unk> <unk> <unk> &amp; <unk> <unk> be <unk> <unk> <unk> <unk>,13,0,1,0
1156,@cotton_candy9 lmaoooo aye people person so you know lil rico got hoes hahaha,13,0,0,1
1157,@zaneisclasker @garrett_winker no i like pussy why would i be ashamed of that,13,0,0,1
1158,<unk> you can fuck dem hoes but you better not love dem hoes.,13,0,0,1
1159,some rich pussy with some bullshit rich problem. <unk> for an independent <unk>,13,0,0,1
1160,rt <unk> like <unk> man why yall bitches wearing wigs to school ?,13,0,0,1
1161,rt <unk> this is for the bitches who played me... what up hoe?,13,0,0,1
1162,<unk> garbage rappers can't <unk> it's like teaching advanced algebra to a retard.,13,1,0,0
1163,here we go this fat bitch started talking and now will never stop,13,0,0,1
1164,@team_darrion just like a <unk> headed moon <unk> to say fucking jungle bunny,13,0,0,1
1165,<unk> haven't you ever heard the story of the birds and the bees,13,1,1,1
1166,"rt <unk> when kanye said <unk> colored benz, i push miracle <unk> <unk>",13,1,1,1
1167,rt <unk> @joytooawesome @vintage_monroe_ &#128528; bitch.... yall relationship ain't shit but a theory,13,0,0,1
1168,you have no friends bc nobody wants to be guilty by association #hoe,13,0,0,1
1169,rt @cappdaprez: i tell a bitch dont rt my shit unless u <unk>,13,0,0,1
1170,rt @friendlyassh0le: how bitches be when soccer players take their shirt <unk> <unk>,13,0,0,1
1171,<unk> i seen sum of it but i'm tryin see <unk> n mook,13,0,1,0
1172,<unk> @woods_lamar <unk> hidey hidey hoe! white folk be all <unk> round coloreds,13,2,0,0
1173,@ilikecats74 @bootyacid @sizzurp__ @yopapi_chulo @brandonernandez because you're the <unk> of them all bitch,13,0,0,1
1174,rt @mrluckytoyou: eat that pussy from the back and slide two fingers in...,13,0,0,1
1175,charlie sheen wants to return to <unk> and a half <unk> | <unk>,13,1,1,1
1176,@b0ssladyre lmao they know who the kitty master is !!!! don't hate bitch,13,0,0,1
1177,<unk> i don't be on the hoes but these hoes on my snapchat,13,0,0,1
1178,<unk> lol now all ya need is sum <unk> <unk> abs pussy boy,13,0,0,1
1179,rt <unk> <unk> out animal cracker* this doesn't even taste like <unk>,12,1,1,1
1180,<unk> mocks entire obama <unk> in ebola <unk> - hot air <unk>,12,1,1,1
1181,know you didn't see it but i know you bitches heard it,12,0,0,1
1182,@edgarguillenjr @jo_clark6 @dalton_ryann <unk> @blakeanderson21 @justinmiculka01 <unk> <unk> you a bitch edgar,12,0,0,1
1183,phil <unk> looking like the phil <unk> of old. <unk> #yankees #mlb,12,1,1,1
1184,rt <unk> up with the birds to fish on the li river <unk>,13,1,1,1
1185,"dudes stay trying to hit on someone <unk> bitch, knowing they already taken.",13,0,0,1
1186,<unk> rt <unk> man this about to be another trash thursday night game,13,1,1,1
1187,i can't wait to turnup with my bitches . i miss them &#128553;&#128553;,13,0,0,1
1188,"<unk> <unk> lmao rt <unk> tempted to send this <unk> <unk> hoe"" <unk>",13,0,0,1
1189,i be like nigga you's a real mark ass bitch for that lol,13,0,0,1
1190,rt <unk> i'm never playing flappy bird again ever fuck that game &#128581;,13,0,0,1
1191,<unk> what hoes do i have tbh on the highest of <unk> same,13,0,0,1
1192,<unk> word. do any of ur decisions include <unk> <unk> <unk> <unk> bird?,13,0,1,0
1193,"rt <unk> dear everyone using <unk> <unk> it's not working, you stinky bitch.",13,0,0,1
1194,rt <unk> fuck michelle <unk> that monkey doesnt belong in the white house,13,0,2,0
1195,<unk> birds of a feather. you stand with <unk> i stand with <unk>,13,1,1,1
1196,these niccas want war give me what you got #wethelastonesleft #umightnotgetin #beerandtacos <unk>,13,0,0,1
1197,somebody take these oreos away from me before i eat the whole pack,13,1,1,1
1198,@sramirez07943 you're <unk> at that and you don't know where i live faggot,13,2,0,0
1199,<unk> bitch caught a body about a week ago. everybody catching bullet <unk>,13,0,0,1
1200,phone <unk> like a hoe :/ thank god for <unk> hot spot lol,13,0,0,1
1201,which mean you hoes too stupid ion want it around me <unk> <unk>,13,0,0,1
1202,im the man around this bitch baby check out my wrist watch <unk>,13,0,0,1
1203,<unk> lmaooooooooooo this nigga <unk> <unk> <unk> want likes for some depressing <unk>,13,0,0,1
1204,rt @currensy_spitta: some bitches think a <unk> hat automatically makes them a <unk>,13,0,0,1
1205,"in hopes of recruiting more women, isis opens jihadi finishing school <unk> <unk>",13,1,0,0
1206,god dam man that <unk> is so retarded that its <unk> af omg,13,0,0,1
1207,if she hates being kissed in the mouth she a <unk> me different.,13,0,0,1
1208,absolutely absurd that they even had to think about that call. <unk> <unk>,13,0,1,0
1209,pussy nicca we ain't friends you ain't gotta @ me -- @icewear_vezzo <unk>,13,0,0,1
1210,rt @nikkilenn: big <unk> cause that small goal shit is for the birds.,13,0,0,1
1211,bitches on me bout da lil flexin shit on snapchat <unk> bitch please,13,0,0,1
1212,<unk> that should read suck on my bacon <unk> middle finger muslim twats,13,0,2,0
1213,"told that hoe to suck it up, she got lips like rubber <unk>",13,0,0,1
1214,honestly it's enough bad bitches in the universe for everyone <unk> including <unk>,13,0,0,1
1215,<unk> trash about us and your from another <unk> you can say goodbye,13,1,1,1
1216,<unk> lmaoooo i'm calling her a hoe and i'm mad? shutcho <unk> up,13,0,0,1
1217,dude live next to me be hitting some ugly ass hoes got damn,13,0,0,1
1218,&#8220;@funnypicsdepot: bitch in the middle look like a daddy long leg &#128557; <unk>,13,0,0,1
1219,@caymarieee bitch i'm not coming no more you said your making plans !,13,0,0,1
1220,rt <unk> <unk> bitch please i dont even make my own food &#9995;,13,0,0,1
1221,when guys are more sentimental than most girls like man up pussy <unk>,13,0,0,1
1222,"@maddieevaans @felicity182 ""us <unk> it's our go learn grammar u dick sucking hoe",13,0,0,1
1223,rt @lildurk_: i don't fuck with bitch niggas i only fuck niggas <unk>,13,0,2,0
1224,"yea oscar your a <unk> ""bitch i live in a fuckin trash can""",13,0,0,1
1225,rt @z0mbiedance: gabby's a bitch &amp; made jackie make the tea packet first.,13,0,0,1
1226,rt <unk> bitches be trying the wrong bitches &amp; don't even be <unk>,13,0,0,1
1227,should i take a nap though too kill a mocking bird or nah?,13,1,1,1
1228,"<unk> ew pussy buy a fucking xbone , u got dat puppy <unk>",13,0,0,1
1229,i could blank all you son's of bitches out <unk> <unk> <unk> <unk>,13,0,0,1
1230,rt <unk> i don't fuck wit fake hoes all i touch is <unk>,13,0,0,1
1231,<unk> if you go could you hook up the plant city faggots or,13,2,2,1
1232,rt @loud_besos: pepsi cola rt @jactionj: ladies what does your pussy taste like?,13,0,0,1
1233,"it means that im following orders and being <unk> sue me, ya dyke",13,0,2,0
1234,pappadeaux bread with the <unk> butter rt <unk> her pussy tastes like? <unk>,13,0,0,1
1235,don't subtweet me @ my name so i no it's real ugly bitch,13,0,0,1
1236,rt <unk> never hurt your girlfriend to make a hoe happy &#128175; <unk>,13,0,0,1
1237,<unk> <unk> i did niggah <unk> that shyt dope trust me fam ..,13,0,0,1
1238,<unk> i don't follow you because everything about your company is white trash.,13,0,2,0
1239,<unk> @vbomb20 hey i guess yall forgot im in this bitch too lol,13,0,0,1
1240,one big <unk> hall full of bitches in <unk> limited too tank tops,13,0,0,1
1241,man arrested after 40 opened nip bottles of vodka found in car <unk>,13,1,1,1
1242,#indigenouspeoplesday <unk> because these #redskins had a lot of <unk> right? <unk> <unk>,13,0,1,0
1243,"i jus wanna <unk> rub on a bitch booty n bump ""these <unk>",13,0,0,1
1244,i'm retarded hungover and all we had were <unk> a lot of <unk>,13,0,0,1
1245,@wendydavistexas hey <unk> does your dildo take out the trash for you? <unk>,13,0,0,1
1246,why do peeps gotta be mad ghetto <unk> smh pull up your <unk>,13,0,1,0
1247,@jbilinovich @jzolly23 @cmnw86 you guys wanna skull fuck some clay birds this <unk>,13,0,0,1
1248,he only favorites your tweet about him to keep his other hoes happy,13,0,0,1
1249,rt <unk> i know you have me <unk> but next week bitch <unk>,13,0,0,1
1250,rt <unk> if a bitch say im <unk> she a <unk> jealous <unk>,13,0,0,1
1251,rt <unk> <unk> lab coat in case i drown in the pussy #swag,13,0,0,1
1252,<unk> still hanging in. #yankees we need this win. <unk> it's not <unk>,13,0,1,0
1253,@youknowmaxwell these hoes don't want no help but they want all the help,13,0,0,1
1254,rt <unk> chris brown reached maximum level of icy with this hoe. <unk>,13,1,0,0
1255,"#porn,#android,#iphone,#ipad,#sex,#xxx, | <unk> | brazilian bbw babe <unk> in pussy and ass <unk>",13,0,0,1
1256,isis jihadis discuss <unk> and <unk> yezidi girls as slaves <unk> #tcot #pjnet,13,1,1,1
1257,<unk> can you speak one <unk> sentence without sounding like a nig? seriously.,13,0,2,0
1258,chaber books: bragadayjah 315 <unk> further <unk> on eating certain <unk> and birds,13,1,1,1
1259,just cause you be on every party seen dont mean you bad bitch!,13,0,0,1
1260,"rt <unk> if you suppose to be a man, don&#8217;t be a bitch.",13,0,0,1
1261,"<unk> round the street in my <unk> jockin the bitches, slappin the hoes",13,0,0,1
1262,@capodaasshole @alejandro_bihhh lmaooo i wanted them hoes she was suppose to hold em,13,0,0,1
1263,rt <unk> even though a bird can <unk> it must land on earth.,13,1,1,1
1264,poppy give me <unk> bitch i get it for the <unk> <unk> tho,13,0,0,1
1265,i grew up with niggahs don't trust no niggah no love for niggahs,13,0,0,1
1266,rt <unk> <unk> <unk> @thompson_era long as my bitches love me &#128527;&#8221; &#128514;&#128076;,13,0,0,1
1267,<unk> happy valentines day bitches. <unk> play this while you get laid. <unk>,13,0,0,1
1268,@imgorgeous_hoes i learned from the great <unk> <unk> &#128583; take notes bitch &#128514;&#128514;,13,0,0,1
1269,rt @skyereyes_: if that's what makes these fat bitches sleep at night &#128564;,13,0,0,1
1270,"black <unk> &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; ""all the hoes <unk> my dick harder than <unk> <unk>",13,0,0,1
1271,rt <unk> @tonyjohns000 <unk> be <unk> you got hoes in different area codes,13,0,0,1
1272,rt @idntwearcondoms: u a hoe if you have children and you're still awake,13,0,0,1
1273,nobody is going to say anything about how unloyal <unk> side bitch is?,13,0,0,1
1274,<unk> i need some red green &amp; yellow pants &amp; <unk> shirts express,13,1,1,1
1275,rt <unk> it's <unk> the ding <unk> is far superior than the twinkie.,13,1,1,1
1276,rt <unk> don't wife a hoe &amp; end up like these 2 <unk>,13,0,0,1
1277,how <unk> time the p o p hold it down nigga bitch <unk>,13,0,0,1
